restaurant_id,category,name,description,price
10170,Allergy Season,Claritin Children's 24 Hour Allergy Relief Dye-Free Syrup Grape - 8.0 oz,"24 Hour Relief of: Sneezing Runny nose Itchy, watery eyes Itchy throat or nose Dye-free Sugar-free 24 hour relief Alcohol-free Non-Drowsy* Value Size! Ages 2 Years and OlderÂ® Loratadine Oral Solution 5mg/5mLAntihistamine Non-Alcoholic Sugar Free Kosher",25.18 USD
10170,Allergy Season,"Walgreens Wal-Zyr, Cetirizine Hydrochloride Tablets, 10 mg - 150.0 ea","Compare to the active ingredient of Zyrtec. Don't let allergies slow you down. Treat yourself to all day allergy relief with Wal-Zyr, Cetirizine Hydrochloride Tablets, 10 mg. These allergy pills help treat common allergy symptoms such as sneezing, runny nose, itchy nose or throat and itchy, watery eyes. When used as directed, just one dose of Wal-Zyr works for a full 24 hours to keep allergy symptoms at bay. ACTIVE INGREDIENT: The active ingredient in Wal-Zyr is cetirizine hydrochloride, an",36.73 USD
10170,Allergy Season,Walgreens Allergy Multi-Symptom Fast Release Quick Gels - 24.0 ea,Fast release Quick Gels,8.17 USD
10170,Allergy Season,Flonase Allergy Relief Nasal Spray - 288.0 ea,"Unlike most allergy pills*, Flonase Allergy Relief Nasal Spray, 24 Hour Non Drowsy Allergy Medicine relieves sneezing, itchy, watery eyes and runny nose, plus nasal congestion. This allergy spray delivers powerful multi-symptom relief of your worst seasonal, year-round, indoor and outdoor allergies. Flonase nasal spray provides 24 hour all-in-one relief of allergy symptoms caused by allergens including pollen, mold, dust and pet dander. Flonase is the #1 doctor recommended brand in allergy",52.48 USD
10170,Fun in the Sun,Bondi Sands Aero Aerated Self Tanning Foam 1 Hour Express - 7.61 fl oz,"Experience the next generation in self tan - in just 1 hour - with Aero 1-Hour Express Self Tanning Foam. Infused with a fresh coconut scent, this ultra-lightweight aerosol foam contains dual-action tanning actives to achieve long lasting color in just 1 hour. Our quick drying aerosol formula provides a rich, natural-looking, flawless dark tan quickly & easily. Using a tanning mitt, apply the aerosol foam using long, sweeping motions to clean, dry skin.. Cruelty free & Vegan. Sulfate free,",30.43 USD
10170,Fun in the Sun,Bondi Sands Aero Aerated Self Tanning Foam Ultra Dark - 7.61 fl oz,"Light as Air, Incredibly Bronzed. Experience the next generation in self tan with Aero Ultra Dark Foam. This lightweight aerated self tanning foam contains dual-action tanning actives to achieve deep, long lasting color with a fresh coconut scent. This weightless, ultra-fast drying formula delivers quick absorption and provides a controlled and comfortable self tan experience. Using a tanning mitt, apply the aerosol foam using long, sweeping motions to clean, dry skin. Cruelty-free & Vegan.",30.43 USD
10170,Fun in the Sun,Banana Boat Soothing Aloe Vera Gel - 16.0 oz,"Banana Boat Soothing After Sun Gel helps replenish moisture and cool your skin after having fun in the sun! Formulated with aloe, you can feel confident that you're giving your sun-drenched skin the relief it needs. Soothe your skin with this reef friendly after sun gel. Protect the fun on earth! FORMULATED WITH ALOE & VITAMIN E - to preserve your skin and extend your tan. HELPS REPLENISH MOISTURE IN DRY SKIN - non-greasy formula keeps your skin smooth & soft. RELIEF YOUR SUN-DRENCHED SKIN NEEDS",8.17 USD
10170,Fun in the Sun,Banana Boat Moisturizing Aloe After Sun Pump Lotion - 16.0 oz,"Banana Boat Moisturizing After Sun Lotion helps replenish moisture in dry skin to keep your skin smooth and soft. This reef friendly after sun lotion is formulated with aloe and vitamin E to preserve your skin and extend your tan after a day of fun in the sun. This lotion is relief your skin needs to protect again the drying effects of the sun, wind and water. Protect the fun on earth! MADE WITH ALOE - relief your sun-drenched skin needs. ULTRA-MOISTURIZING and NON-GREASY REPLENISHES MOISTURE -",9.22 USD
10170,Fun in the Sun,Banana Boat Sport Ultra Clear Sunscreen Spray SPF 30 - 6.0 oz,"Great for your active lifestyle! Banana Boat Sport Ultra Clear Spray Sunscreen provides strong, reef friendly protection that absorbs quickly, is non-greasy and won't run into your eyes. These lightweight, clear sprays are designed especially for sport enthusiasts and other active individuals who need sport-strength sun protection that doesn't play around! Banana Boat Sport Ultra Clear Spray Sunscreen has superior endurance versus sweat and water and will last as long as the fun does*! *Reapply",11.53 USD
10170,Fun in the Sun,Bondi Sands Self Tanning Foam - 7.04 fl oz,"Bondi Sands Self Tanning Foam is a lightweight, self tan that's simple to apply and gives a flawless finish, every time. Simply smooth on the weightless self tanning foam for an even, streak-free, bronzed tan. Our unique, salon quality formula is enriched with aloe vera and coconut, for the ultimate natural-looking, bronzed glow. Using a tanning mitt, apply the foam using long, sweeping motions to clean, dry skin. Cruelty-free & Vegan. Sulfate-free & Paraben-free Enriched with aloe vera to",27.3 USD
10170,Fun in the Sun,Bondi Sands Self Tanning Liquid Gold Dry-Oil Spray - 5.07 fl oz,"Bondi Sands Liquid Gold Self Tanning Dry Oil sets in a moment, develops over 2-3 hours and lasts for up to a week; leaving you with perfectly bronzed skin that glows from within. Infused with a fresh coconut scent and hydrating Argan Oil, Liquid Gold is touch dry in seconds and requires on wash off. Cruelty-free & Vegan. Sulfate-free, Paraben-free & Silicone-free. Perfect for all skin tones and time poor tanners. Made in Australia.",25.18 USD
10170,Fun in the Sun,Bondi Sands Everyday Gradual Tanning Milk Cocoa Butter - 13.2 fl oz,"Enjoy a year-round tan with Bondi Sands dual action Everyday Gradual Tanning Milk. Enriched with ingredients for healthy-looking, glowing skin, it glides on effortlessly for a long lasting, golden tan developing within 1-3 applications. This 24-hour hydrating body moisturizer features a cocoa butter scent while providing a gradual, bronzed tan. Apply tanning milk evenly onto clean, dry skin in a smooth, circular motion. Wait for milk to dry before dressing. Cruelty-free & Vegan. Sulfate-free,",19.95 USD
10170,Fun in the Sun,Bondi Sands Liquid Gold Self Tanning Foam - 7.04 fl oz,"Experience a sun-kissed Australian tan every time with Bondi Sands Liquid Gold Self Tanning Foam. Enriched with Argan Oil and infused with our signature fresh coconut scent, this hydrating foam develops into a streak-free golden tan that is touch dry in seconds, no wash off required. Using a tanning mitt, apply the foam using long, sweeping motions to clean, dry skin. Cruelty free & Vegan. Sulfate free, Paraben free and Silicone free. Perfect for all skin tones and time sensitive tanners. Made",27.3 USD
10170,Fun in the Sun,Bondi Sands Self Tanning Application Mitt - 1.0 ea,"Bondi Sands. The Australian Tan. Reusable Self-Tan Application Mitt. The Bondi Sands Self Tanning Mitt enables you to apply an even streak-free, flawless tan every time. And what's better is that you'll never have stained hands again. Washable and reusable. Perfect for use with all Bondi Sands products. After use rinse mitt with warm water. Hands will remain perfectly clean. Made in China",6.28 USD
10170,Fun in the Sun,Baby Bum Mineral Sunscreen Lotion SPF 50 - 3.0 fl oz,"Broad spectrum, lightweight, and non-greasy, our SPF 50 sunscreen lotion is made of safe minerals to protect babies' skin from UVA/UVB rays. Made in USA",14.68 USD
10170,Fun in the Sun,Bondi Sands Self Tanning Foam Dark - 7.04 fl oz,"Bondi Sands Self Tanning Foam is simple to apply, and gives a flawless finish, every time. Simply smooth on the lightweight self tanning foam for an even, streak-free, bronzed tan. Our unique, salon quality formula is enriched with aloe vera and coconut, for the ultimate natural-looking, bronzed glow. Using a tanning mitt, apply the foam using long, sweeping motions to clean, dry skin. Never orange, never streaky. Fresh coconut scent. Cruelty-free & Vegan. Sulfate-free & Paraben-free. Enriched",25.18 USD
10170,Fun in the Sun,"Banana Boat Sport Cool Zone Clear Sunscreen Spray SPF 50 Refreshing, Clean Scent - 6.0 oz","Banana Boat Sport Performance Cool Zone Clear Spray Sunscreen SPF 50 instantly cools and refreshes skin on contact, leaving you feeling invigorated with a crisp, clean scent. Helps prevent sunburn and skin damage while also delivering quick absorption and a non-greasy feel. Banana Boat Sport Performance Cool Zone Sunscreen SPF 50 offers broad-spectrum UVA and UVB protection. The unique formula is non-greasy, fast absorbing and comes in an easy grip Ultra Mist spray can. Banana Boat Sport",14.16 USD
10170,Fun in the Sun,Bondi Sands Self Tanning Foam - 7.04 fl oz,"Bondi Sands Self Tanning Foam is simple to apply, and gives a flawless finish, every time. Simply smooth on the lightweight self tanning foam for an even, streak-free, bronzed tan. Our unique, salon quality formula is enriched with aloe vera and coconut, for the ultimate natural-looking, bronzed glow. Using a tanning mitt, apply the foam using long, sweeping motions to clean, dry skin. Cruelty-free & Vegan. Sulfate-free, Paraben-free & Silicone-free. Perfect for those with fairer skin types,",25.18 USD
10170,Medicines & Treatments,Pepcid AC Acid Reducer Tablets - 8.0 ea,Maximum Strength Just One Tablet! Famotidine Tablets 20mg / Acid Reducer Helps Prevent & Relieve Heartburn Due to Acid Indigestion 1-800-755-4008 Active Ingredient Made in Republic of Ireland Processed in Canada,7.33 USD
10170,Medicines & Treatments,Walgreens Ibuprofen 200 mg Tablets Color Free & Dye Free - 100.0 ea,Compare to Motrin IB tablets active ingredient Dye free 1-800-426-9391,7.33 USD
10170,Medicines & Treatments,Walgreens Wal-Dryl Allergy Relief Coated Mini Tabs - 24.0 ea,"Easy to swallow small tablet size This package for households without young children Relieves runny nose & sneezing For itching of the nose or throat Temporarily relieves itchy, watery eyes",4.18 USD
10170,Medicines & Treatments,Walgreens Mucus Relief Max Str 1200mg Tablet - 28.0 ea,"Purpose: Expectorant. Guaifenesin extended-release tablets, 1200 mg/expectorant. Relieves chest congestion. Thins & loosens mucus. Compare to Maximum Strength Mucinex active ingredient.** Walgreens Pharmacist recommended. Walgreens Pharmacist Survey. 100%25 satisfaction guaranteed. walgreens.com. Questions or comments? Call 1-877-753-3935 Monday-Friday 9 am - 5 pm EST. **This product is not manufactured or distributed by Reckitt Benckiser LLC, distributor of Maximum Strength Mucinex. Made in",25.18 USD
10170,Medicines & Treatments,Hyland's Cold'n Cough 4 Kids Multi-Symptom Liquid - 4.0 fl oz,"Please Note: Product received may temporarily differ from image shown due to packaging update. New Look, Same Great Formula! Natural Relief Ages 2 - 12 Helps Relieve: Nasal Congestion Runny Nose Sore Throat Sneezing Cough Homeopathic* | Safe & Effective | Dye Free | Sugar Free Hyland'sÂ® 4 Kids Cold 'n Cough provides natural relief of common cold symptoms in children including coughing, sneezing, sore throat, runny nose, and nasal and chest congestion. Our formulas are always: Safe and effective,",11.53 USD
10170,Medicines & Treatments,Walgreens Psoriasis Moisturizer - 4.0 oz,"pH BALANCED MAXIMUM STRENGTH NON-COMEDOGENIC Fights redness, flaking & scaling associated with psoriasis Free from parabens*, sulfate & fragrances *No parabens added separately to preserve this product Relieves and helps prevent recurrence of skin â€¢ itching â€¢ irritation â€¢ redness â€¢ flaking â€¢ scaling associated with psoriasis. Made in USA Walgreens Pharmacist Recommended Questions or comments? 1-800-925-4733",8.91 USD
10170,Medicines & Treatments,Walgreens Ibuprofen Mini Softgels - 80.0 ea,"Purpose: Pain Reliever/Fever Reducer, Nonsteroidal Anti-Inflammatory Drug. Ibuprofen capsules 200 mg/pain reliever/fever reducer (NSAID). Mini softgels.** New. Each Capsule Contains: Potassium 20 mg. Compare to Advil Liqui-Gels minis active ingredient.* Auto-Reorder & Save: Free shipping + 20%25 off regular price. Learn more at Walgreens.com/AutoReorder. walgreens.com. Questions or comments? Call 1-877-753-3935 Monday-Friday 9 am - 5 pm EST. **Liquid-filled capsules. *This product is not",7.86 USD
10170,Medicines & Treatments,Walgreens Hydrocortisone 1%25 Anti-Itch Cream Plus 10 Moisturizers - 1.0 OZ,"Compare to Cortizone 10 Plus Maximum Strength active ingredient. Walgreens Hydrocortisone 1 Percent Anti-Itch Cream is an ultra moisturizing topical hydrocortisone cream that temporarily relieves itching associated with minor skin irritations, inflammation and rashes due to eczema; psoriasis; poison ivy, oak, sumac; insect bites; detergents; jewelry; cosmetics; soaps; seborrheic dermatitis. This anti-itch cream is enriched with 10 healing moisturizers, aloe and vitamins A, D, E to moisturize",5.23 USD
10170,Medicines & Treatments,ZzzQuil Nighttime Sleep Aid Warming Berry - 6.0 oz,"When you're having trouble getting that sound sleep your internal clock craves, add some Zzzs to your night with ZzzQuil. This non-habit-forming sleep-aid helps you get some shut-eye, so you can wake up feeling refreshed. Available in Warming Berry Flavor. ZzzQuil helps you fall asleep in as little as 20 minutes #1 Sleep-Aid Brand Non-Habit Forming Sleep Soundly. Wake Refreshed Diphenhydramine HCI 50mg (in each 30 mL) Ensure Time to Get a Sufficient Night's Sleep (7-8 hours) Made in UNITED",6.28 USD
10170,Medicines & Treatments,Advil Coated Caplets Pain Reliever / Fever Reducer - 200.0 ea,"Includes one bottle Advil coated ibuprofen caplets, temporary pain relief. Make pain a distant memory with Advil ibuprofen, the #1 selling pain reliever (among over the counter pain relievers), providing safe, effective pain relief for over 30 years. Millions have trusted Advil to safely and effectively relieve their aches and pains for over 30 years. Stops pain at the site of inflammation for relief where you need it. Advil caplets are perfect for headaches, menstrual cramps, muscle aches, back",17.83 USD
10170,Medicines & Treatments,"Mucinex Fast-Max Maximum Strength Cold & Flu Arctic Burst, Adult Liquid - 6.0 fl oz","Maximum Strength Mucinex Fast-Max Cold & Flu Arctic Burst is a Multi-Symptom Relief medicine for your Cold & Flu Symptoms with a burst of cooling flavor. Maximum Strength Mucinex Fast-Max Cold & Flu Arctic Burst helps reduce fever and relieve cough, sore throat, stuffy nose, chest & nasal congestion, headache and minor aches and pains. Mucinex is the #1 most trusted brand* among doctors for Cold, Cough and Chest Congestion symptoms for themselves and their families and #1 Pharmacist Recommended",17.83 USD
10170,Medicines & Treatments,Vicks Non-Contact Infrared Thermometer - 1.0 EA,"Clinically proven accurate, no touch convenience. Instant 2 second reading. Screen has Fever Insight feature displaying Green for normal, Yellow for elevated, and Red for high temperatures. Recommended for infants, children and adults. Safe and hygienic avoiding transferring germs with non-contact readings. Contains 2 AAA alkaline batteries. Made in CHINA",57.73 USD
10170,Medicines & Treatments,Tucks Multi-Care Relief Kit - 1.0 ea,"TUCKS MULTI-CARE RELIEF KIT offers comprehensive treatment for the full range of hemorrhoid and rectal pain symptoms: Maximum Strength 5%25 Lidocaine Cream with calming colloidal oatmeal numbs intense hemorrhoid pain and protects irritated, raw skin for lasting relief. Witch hazel pads soothe burning, itching skin and mild hemorrhoid discomfort. The ultra-soft pads also gently cleanse without worsening irritation and can be used a moist compress on hemorrhoids for extra cooling, soothing relief.",14.68 USD
10170,Medicines & Treatments,Dulcolax Laxative Comfort Shaped Suppositories - 16.0 ea,"Gentle, predictable, fast relief Relief within minutes #1 doctor recommended brand* Easy to insert. *Among stimulant laxatives.",27.28 USD
10170,Medicines & Treatments,Nexcare First Aid Tape 1 x 180 inches (5yd) - 5.0 yd,"Fearlessly enjoy activities such as swimming, golfing, and tennis with the reliable protection of Nexcare Absolute Waterproof Tape. Designed to help protect and prevent blisters, this waterproof tape stands up to your favorite activities by stretching and flexing with your body. Your adventurous life is bound to come with bumps and bruises along the way-don't let minor injuries hold you back with the help of Nexcare Absolute Waterproof Tape. From the #1 leader in U.S. hospital tapes Strong",6.28 USD
10170,Medicines & Treatments,Walgreens TENS Electrode Back Pads - 2.0 ea,Reusable; Discreet; Safe & Effective; Replacement electrode back pads for Walgreens Electronic TENS Therapy Pain Relief. 2 Reusable Electrode Back Pads: 3.74x7.48 Inches. What is TENS Therapy? TENS stands for Transcutaneous Electrical Nerve Stimulation. TENS therapy gently stimulates the body's nerves with relaxing pulses that provide temporary relief of pain associated with sore and aching muscles in the back. Why Use TENS Therapy? Safe and Effective: blocks pain signals at the source.,14.68 USD
10170,Medicines & Treatments,"Afrin 12 Hour Nasal Spray, Original - 1.0 oz","Fast, Powerful Congestion Relief Oxymetazoline HCl Nasal Solution Nasal Decongestant This spray starts to work in seconds providing 12 hours of relief with no drowsiness. Fast, Powerful Relief Maximum Strength Lasts All Night or All Day #1 Doctor & Pharmacist Recommended Brand 1-800-317-2165 (Mon-Fri 9 AM-5 PM EST)",15.0 USD
10170,Medicines & Treatments,Theraworx Compression Knee Sleeve + Topical Foam - 2.0 ea,"Our comfortable and easy to put on knee sleeve is designed to relieve stiffness and soreness in your knee. Latex free, medical grade compression glove combined with topical foam for maximum relief for arthritic, inflamed, sore or overused joints. Clinically proven, safe, gentle, non-sticky and non-greasy. Made in United States, United States, Canada, and Canada",31.48 USD
10170,Medicines & Treatments,"Band-Aid Flexible Fabric Adhesive Bandages, Assorted Assorted - 30.0 ea","30-ct. Assorted Band-Aid Brand Flexible Fabric Adhesive Bandages to cover & protect minor cuts These flexible bandages are made with Memory-Weave fabric, which stretches and flexes as you move The bandages feature Quilt-Aid Comfort Pads designed to cushion painful wounds which may help prevent reinjury These fabric bandages stay on for up to 24 hours & help protect against dirt and germs, which may cause infection The Hurt-Free Pad on these first-aid bandages won't stick to wounds allowing for",4.18 USD
10170,Medicines & Treatments,Sleepwell Sleep/Snore Internal Nasal Dilator for Snoring Relief - 12.0 ea,"sleepWELL Sleep/Snore Internal Nasal Dilator for Snoring Relief is clinically proven to reduce snoring and provides a drug-free, chemical free and side effect free way to enjoy a restful nightâ€™s sleep. Each Nasal Dilator is infused with a calming blend of therapeutic essential oils including Lavender, Chamomile and Ylang Ylang which are known to encourage tranquility and promote sleep. Sleep better, with sleepWELL. sleepWELL Sleep/Snore Internal Nasal Dilator for Snoring Relief combines the",14.68 USD
10170,Grocery,Lucky Charms Cereal - 10.5 OZ,"Frosted toasted oat cereal with marshmallows. Now with magical unicorn marshmallows. They're magically delicious. Hearts, stars and horseshoes, clovers & blue moons, unicorns, rainbows & tasty red balloons! Whole grain is the 1st ingredient. A whole grain food is made by using all three parts of the grain. All General Mills Big G cereals contain more whole grain than any other single ingredient. Proud sponsor of Celiac Disease Foundation. celiac.org. Per 3/4 Cup Serving: 110 calories; 0 g sat",5.23 USD
10170,Grocery,KIND Breakfast Protein Bar Almond Butter - 1.76 oz x 4 pack,"KIND Breakfast Protein Bars are made with a blend of 100%25 whole grains: oats, millet, buckwheat, amaranth, and quinoa. KIND Breakfast Protein Bars are a good source of protein with 8 grams of protein per 2 - bar pack. KIND Breakfast Protein bars provide at least one full serving of whole grains. Made in UNITED STATES",6.81 USD
10170,Grocery,Glaceau Vapor Distilled Water - 23.7 oz,"Vapor distilled water and electrolytes for taste. 0 calories per 12 fl oz serving. Purity you can taste. Hydration you can feel. Clouds get a bad rap. They are the unsung heroes because they contain nature's purest source of water. That's why we copied our puffy white friends to create pure, vapor-distilled Smartwater. But we one-up the clouds by adding electrolytes. It's a difference you can taste - unless you like the taste of stuff that comes from underground (like spring water). For water",2.5 USD
10170,Grocery,"Amy's Organic Soup, Low Fat Split Pea - 14.1 oz","This traditional American favorite made from organic split peas and vegetables has a surprisingly light, delicate flavor. No trans fat, added MSG or preservatives. Gluten free Certified organic by QAI Vegan",3.66 USD
10170,Grocery,Wonderful No Shell Pistachios Honey Roasted - 5.5 OZ,"Grab a sweet snack with Honey Roasted Wonderful Pistachios- No Shells. They're kissed with honey, sugar and a pinch of salt for a sweet and savory snack you can't set down. Plus, we took out the shells, so it's Less Crackin', More Snackin'. SIZE: One 5.5 Ounce Bag. NUTRITIOUS and HEALTHY: Wonderful Pistachios are a good source of plant protein, with 6 grams in every serving. Every 1 oz serving has 11%25 of your recommended Daily Value and is a complete protein powerhouse! See nutrition information",8.91 USD
10170,Grocery,Capri Sun Flavored Juice Drink Blend Fruit - 6.0 oz x 10 pack,"Pacific Cooler 25%25 less sugar than other leading juice drinks (this product 16 g sugars; other leading juice drinks with no artificial sweeteners 22 g sugars per 6 fl oz serving) No artificial colors, flavors, preservatives, artificial sweeteners Good source of vitamin E Capri-Sun is foil-packed to keep it as fresh as possible and is available in 16 thirst quenching varieties â€“ perfect for fueling your imagination. In this section, you'll find lots more information on our range of products.",4.18 USD
10170,Grocery,Nice! Applesauce Regular - 4.0 oz x 4 pack,Pasteurized for your safety No artificial sweeteners Simple. Honest. Delicious Applesauce with Natural Flavor 50 calories per serving Kosher 1-800-925-4733,3.13 USD
10170,Grocery,Snickers Candy Bar - 3.29 oz,King size,2.61 USD
10170,Grocery,Nice! Chocolate Covered Almonds Dark Chocolate Mocha - 4.5 oz,Dusted with cocoa powder. Per Serving: 150 Calories 3g Protein 3g Fiber,3.13 USD
10170,Grocery,Pepsi Soda - 12.0 oz x 12 pack,"Pepsi - the bold, refreshing, robust cola Live for now Includes 12 cans",8.38 USD
10170,Grocery,"Edy's Fruit Bars Strawberry, Lime, Raspberry - 1.5 oz x 12 pack","OUTSHINE Strawberry, Lime & Raspberry Frozen Fruit Bars are one of the tastiest ways to refresh your day. Our fruit bars are made with real, honest-to-goodness fruit or fruit juice. They are also completely gluten and fat free, have no GMO ingredients,* do not contain high fructose corn syrup or artificial colors or flavors.** The bars are transported using a chilled shipping method to arrive frozen and ready to enjoy. These feel-good, healthy snacks are the perfect way to snack and shine. *SGS",6.81 USD
10170,Grocery,Hostess CupCakes Frosted Cakes with Creamy Filling Chocolate - 1.58 oz x 2 pack,The sweetest comeback in the history of ever. A snack classic 0 grams trans fat,2.29 USD
10170,Grocery,A&W Diet Soda Root Beer - 12.0 oz x 12 pack,Made with aged vanilla Caffeine free Low sodium,8.38 USD
10170,Grocery,Cholula Hot Sauce Original - 5.0 OZ,This is where it all started. Cholula Original Hot Sauce features carefully-selected arbol and piquin peppers and a blend of signature spices that deliver unique flavor and piquancy with just the right amount of fiery heat. It's a taste that you will be craving. Made in Mexico,4.71 USD
10170,Grocery,Raisinets Milk Chocolate Theatre Box - 3.5 oz,"Raisinets are sun-ripened, plump juicy California raisins tucked in rich creamy milk chocolate - and they have 30%25 less fat than the leading chocolate brands and are made with real fruit. Now this is an indulgence you can feel better about! PERFECT FOR ANYWHERE: This Raisinets pouch is perfect for snacking anywhere. Take their chocolatey goodness with you wherever. A SWEET ALTERNATIVE: Raisinets have 30%25 less fat than the leading chocolate brands and are made with real fruit. Now this is an",1.77 USD
10170,Grocery,Quaker Chewy Granola Bars Chocolate Chip - 8.0 ea,"Quaker up. Now with more chocolate chips*, peanut butter flavored chips**, graham pieces***, and still 8 g whole grains. 100 calories per bar Low fat oatmeal raisin: 90 calories per bar 0 g trans fat *30%25 more chocolate chips than prior recipe. **20%25 more peanut butter flavored and chocolate chips than prior recipe. ***15%25 more chocolate and 40%25 more graham pieces than prior recipe. Contains: 2 chocolate chip 2 peanut butter chocolate chip 2 low fat oatmeal raisin 2 s'mores",3.97 USD
10170,Grocery,Dr. Pepper Soda - 2.0 L,Always original. A signature blend of 23 flavors makes every sip truly unique. There's nothing like it.,2.61 USD
10170,Grocery,Clif Bar Energy Bar Chocolate Chip - 2.4 oz,"CLIF BAR energy bars It's the first bar we made, and it's still everything we're about. Wholesome, organic ingredients. Performance nutrition. And great taste. Whether you're on a 150-mile bike ride or exploring a new trail, this energy bar is built to sustain your adventure. Good Source of Protein Good Source of Fiber* Made with Organic Rolled Oats 11 Vitamins and Minerals *Contains 5 grams of total fat Made in United States 1-800-CLIFBAR",2.08 USD
10170,Grocery,Kit Kat Miniatures Candy Assortment Share Pack - 10.1 oz,"This delicious assortment of KIT KAT Miniatures includes smooth milk chocolate, rich white creme, and decadent dark chocolate varieties all in one bag! KIT KAT Miniatures Assortment is perfect for everyday snacking and trick-or-treaters, as well as filling candy bowls and adding to baking and desserts! Perfect for Halloween, everyday snacks, and treats in lunch boxes. Delicious on their own or as edible dessert garnishes. Layers of crisp wafers coated in either milk chocolate, dark chocolate, or",5.02 USD
10170,Grocery,Nice! Dry Roasted Pumpkin Seeds Salted - 5.0 oz,Good Source Of Fiber 150 Calories Per Serving 8g Protein Per Serving Product of China,3.13 USD
10170,Electronics & Office,JVC Lightweight On Ear Mic/Remote Headphones - 1.0 ea,"JVC Lightweight headphones offer soft ear pads for maximum comfort and provide long music listening enjoyment. With the handy remote control button on the headphones, you can play, stop, or skip tracks, as well as being able to answer phone calls. The Flat Foldable swivel design makes the headphones compact and easy to store in your bag when traveling. Made in China",20.94 USD
10170,Electronics & Office,Walgreens Masking Tape - 1.0 ea,General Purpose Masking Tape 1.41in x 60 Yds Made in USA,9.43 USD
10170,Electronics & Office,JLab Audio Wireless Earbuds - 1.0 ea,"JBUDS PRO WIRELESS SIGNATURE EARBUDS Ready to kick it wirelessly for over 10+ hours with your favorite signature earbud? The JBuds Pro Bluetooth Signature Earbuds provide their same amazing JLab C3 Sound and bumping bass as you move about your day. For the ultimate secure fit, they're designed with Adjustable Tip Placement (ATP) that will allow your earbud to sit at different depths in your ear. Additional security is added with their included Cush Fins and extra gel ear tips for guaranteed",31.48 USD
10170,Electronics & Office,Wexford Packing Tape 1.88 inch x 109 yard - 109.0 yd x 4 pack,"4pk Regular Clear Packaging Tape 1.88""x109.3yds Each Made in China",17.83 USD
10170,Electronics & Office,Belkin Mixit Micro-USB To USB Charge/Sync Cable 4 Foot - 1.0 ea,Plugs into any USB 2.0 port to charge portable devices Syncs music and pictures to or from your laptop in seconds Compatible with most devices with a Micro-USB port Made in China,14.68 USD
10170,Electronics & Office,Walgreens White Duct Tape - 1.0 ea,Dimensions are 1.88in x 20 Yds. Made in USA,6.28 USD
10170,Electronics & Office,Muze Quake True Wireless Earbuds - 2.0 ea,"Contents: Quake True Wireless Bluetooth Earbuds Sport earhook set Portable charging case USB charging cable User manual. Siri* and Google voice assistant. Charging case with up to 4x charge. Up to 15 Hours Playtime+: Up to 3 hours initial charges plus charges provided by the case. Automatic Pairing: Earbuds automatically pair to each other for easy set up. Answer Calls: For hands free phone calls. 1 year warranty (for details, visit sakar.com/warranty) or call 1-800-592-9541. vivitar.com.",15.73 USD
10170,Electronics & Office,Scotch Packaging Tape - 1.0 EA,"Now even the heaviest packages can withstand rough handling. Our Scotch Heavy Duty Shipping Packaging Tape holds strong on all box types, including 100%25 recycled boxes. It's even guaranteed to stay sealed.* The strong, tough, solvent free hot melt adhesive locks in your heavy duty contents and locks out everything else. You don't need layers of tape to get the job done-just one strip at a time-so you save time. Your heavy packages can bear the weight and stay sealed through it all with Scotch",4.71 USD
10170,Electronics & Office,Airbuds A7S Athletic Wired Earbuds - 2.0 ea,"Includes a pair of athletic earhooks and three sizes of gel cushion tips designed for comfort and stability, In-line controller, 3.5 mm Aux jack, High performance sound, Volume optimized EQ, HD Built-In Microphone for hands-free calling, Airbuds Precision Engineered Sound Made in China",13.63 USD
10170,Electronics & Office,"Scotch Double Sided Tape 137, .5 in x 450 in - 1.0 EA","For the light duty attaching you do for activities around the house, get it done fast and get it done right without the drips, clogs and air bubbles of glue. Scotch Double Sided Tape the neat, clean, strong and long lasting way to take care of school projects, scrapbooks, photo albums all those important presentations that need to come together. Scotch Double Sided Tape is easy to use and won't create a mess like the way glue does. It smoothly glides off the easy to use Scotch Tape dispenser",7.33 USD
10170,Electronics & Office,Walgreens Heavy Duct Tape - 1.0 ea,Heavy Duty Duct Tape 1.88in x 20 Yds Made in USA,8.91 USD
10170,Electronics & Office,ArtSkills Poster Board - 5.0 ea,"Create eye-catching projects with this Heavyweight Poster Board Pack in white! Ideal for arts and crafts projects, scrapbooking, posters, signs, school projects and educational activities Made in China",8.38 USD
10170,Electronics & Office,Krazy Glue Maximum Bond Ultra Thick No Run Gel - 0.7 oz,"Elmer's X Acto-Krazy Glue Maximum Bond No Run Gel. Ideal for paper, cloth, crafts and more! This package contains one 0.7 oz squeeze bottle of Krazy Glue. Made in Japan",7.12 USD
10170,Electronics & Office,JLab Audio Wireless Fitness Earbuds - 1.0 ea,"FIT SPORT 3 WIRELESS FITNESS EARBUDS The ultimate workout buddy, the Fit Sport 3 Wireless Fitness Earbuds will keep you Going through it all: running, biking, climbing, you name it. Their 10+ hour battery life and easy to use universal controls will keep you powering on without the wires. Change the EQ settings between three different sounds for your preferred tune. Find your custom fit with the Memory Wire ear hook and extra gel eartips and Cush Fins. Plus, the Fit Sport 3 is IP55 sweat and",41.98 USD
